StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID34,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q24_First Click,Q24_Last Click,SurveyTime,Q24_Click Count,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Q25_First Click,Q25_Last Click,CovariateTime,Q25_Click Count,Age,Education,Gender,LivingAreaAffected,ClimateChangeAwareness,PreTreatment,Income,PoliticalView,Community,AlwaysTrue,Create New Field or Choose From Dropdown...,mTurkCode,Group,RejectedOutcomeQuestions,RejectedCovariateQuestions
11/26/19 10:40,11/26/19 10:48,IP Address,98.19.245.122,100,456,TRUE,11/26/19 10:48,R_PODLYtNaxfE7XjP,,,,,35.22770691,-92.3572998,anonymous,EN,Yes,,,,,,,,,70.933,75.202,92.75,2,135.232,266.37,301.04,3,,,,,,,,,3.417,27.624,28.528,7,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,1.418,24.307,25.246,9,35-44 years,4 year degree,Male,No,No,Strongly agree,"Less than $50,000",Very Conservative,Rural,1,,9.40655E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 10:48,IP Address,66.225.102.214,100,534,TRUE,11/26/19 10:48,R_1dy7lxJdpVGqYhw,,,,,34.21490479,-119.1761017,anonymous,EN,Yes,,,,,,,,,,,,,,,,,35.155,169.454,170.299,3,0,0,269.899,0,21.295,52.805,54.368,7,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,1.495,26.45,28.49,9,25-34 years,Some college,Male,Yes,Yes,Strongly agree,"Less than $50,000",Very Liberal,Suburban,1,,5.8343E+11,Placebo,,
11/26/19 10:38,11/26/19 10:48,IP Address,68.58.107.206,100,590,TRUE,11/26/19 10:48,R_1CDuEO9V5oTmjVk,,,,,39.67570496,-86.06939697,anonymous,EN,Yes,,,,,,,,,0,0,113.105,0,0,0,338.949,0,,,,,,,,,5.09,38.921,39.882,7,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,1.361,58.609,59.606,9,35-44 years,4 year degree,Female,No,Yes,Strongly agree,"Less than $50,000",Neither Conservative nor Liberal,Urban,1,,6.30815E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 10:48,IP Address,172.117.158.47,100,569,TRUE,11/26/19 10:48,R_277pV2QdXmhAMP3,,,,,33.88989258,-118.4008026,anonymous,EN,Yes,,,,,,,,,0,0,119.377,0,0,0,317.75,0,,,,,,,,,7.497,73.872,76.721,7,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,2.189,38.845,40.315,9,55 years or older,2 year degree,Male,No,No,Neither agree nor disagree,"Less than $50,000",Slightly Conservative,Suburban,1,,3.81556E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 10:48,IP Address,207.188.177.232,100,554,TRUE,11/26/19 10:48,R_1jldyLnXDzG8T4T,,,,,47.60920715,-122.3314056,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,203.752,0,0,0,255.399,0,23.14,36.989,38.045,7,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,2.182,26.822,28.152,9,25-34 years,Professional degree,Male,Yes,Yes,Somewhat disagree,"$50,000 - $74,000",Slightly Conservative,Urban,1,,4.82118E+11,Placebo,,
11/26/19 10:40,11/26/19 10:48,IP Address,24.188.43.197,100,498,TRUE,11/26/19 10:48,R_bflGwfRRxZA9kgp,,,,,40.9019928,-74.20739746,anonymous,EN,Yes,,,,,,,,,0,0,103.967,0,13.585,297.34,301.038,4,,,,,,,,,4.175,41.815,43.186,7,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,1.666,40.333,41.442,9,35-44 years,High school graduate,Male,No,No,Somewhat disagree,"More than $150,000",Very Conservative,Suburban,1,,5.00646E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 10:48,IP Address,104.35.170.65,100,582,TRUE,11/26/19 10:48,R_1DU8dX22U2lP0n8,,,,,34.14830017,-118.0016022,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,227.939,0,0,0,258.26,0,3.908,28.324,29.831,8,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,2.419,41.525,52.725,9,55 years or older,High school graduate,Female,No,No,Strongly disagree,"Less than $50,000",Slightly Conservative,Urban,1,,8.01356E+11,Placebo,,
11/26/19 10:39,11/26/19 10:48,IP Address,104.223.92.241,100,585,TRUE,11/26/19 10:48,R_2QQByu25JOmkmIb,,,,,33.7552948,-84.38860321,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,148.684,0,0,0,269.703,0,4.672,47.62,49.258,7,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,1.95,88.661,90.144,22,25-34 years,4 year degree,Male,No,Yes,Neither agree nor disagree,"$50,000 - $74,000",Slightly Liberal,Suburban,1,,7.39005E+11,Placebo,,
11/26/19 10:39,11/26/19 10:48,IP Address,24.32.238.60,100,581,TRUE,11/26/19 10:48,R_UucDzB42FKueadz,,,,,38.45010376,-81.90049744,anonymous,EN,Yes,2.961,229.237,230.38,2,9.05,92.804,273.925,3,,,,,,,,,,,,,,,,,1.709,24.723,25.894,7,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,1.025,29.29,30.196,9,Less than 25 years,Some college,Male,No,Yes,Strongly agree,"Less than $50,000",Very Liberal,Suburban,1,,3.48044E+11,Treatment,,
11/26/19 10:41,11/26/19 10:49,IP Address,186.148.165.162,100,455,TRUE,11/26/19 10:49,R_x8VyZzur5cxrgnn,,,,,4.649307251,-74.06169891,anonymous,EN,Yes,,,,,,,,,5.02,5.02,110.835,1,0,0,310.903,0,,,,,,,,,1.02,14.564,15.52,8,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,1,,8.97109E+11,AntiTreatment,Yes,
11/26/19 10:39,11/26/19 10:49,IP Address,73.85.202.150,100,573,TRUE,11/26/19 10:49,R_3R7Q8jYQRega8lM,,,,,25.92889404,-80.18270111,anonymous,EN,Yes,,,,,,,,,0.9,146.177,154.313,10,0.972,301.982,312.647,6,,,,,,,,,1.602,53.8,57.544,24,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,2.064,34.528,35.201,18,35-44 years,Some college,Male,Yes,No,Neither agree nor disagree,"Less than $50,000",Slightly Conservative,Suburban,1,,4.75436E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 10:49,IP Address,73.214.83.191,100,612,TRUE,11/26/19 10:49,R_2E4Q56teSjVcNbP,,,,,39.6519928,-79.94439697,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,142.993,0,0,0,351.506,0,11.968,54.831,55.96,8,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,1.134,25.751,27.171,9,35-44 years,4 year degree,Male,No,Yes,Somewhat agree,"$50,000 - $74,000",Slightly Liberal,Urban,1,,18569596112,Placebo,,
11/26/19 10:40,11/26/19 10:49,IP Address,68.8.163.160,100,546,TRUE,11/26/19 10:49,R_0BTQnfHeVNysD5L,,,,,32.76379395,-117.0699997,anonymous,EN,Yes,0,0,232.428,0,0,0,277.452,0,,,,,,,,,,,,,,,,,1.803,19.608,20.581,8,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,1,,92971881386,Treatment,Yes,
11/26/19 10:39,11/26/19 10:49,IP Address,24.34.126.240,100,608,TRUE,11/26/19 10:49,R_3NvQxlIflB6lhRU,,,,,41.70509338,-70.22699738,anonymous,EN,Yes,,,,,,,,,7.57,144.826,146.757,5,6.533,312.221,321.15,4,,,,,,,,,5.142,53.647,56.368,7,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,3.95,55.935,57.291,10,55 years or older,Some college,Male,Yes,No,Somewhat disagree,"$75,000 - $99,000",Slightly Conservative,Rural,1,,1.88784E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 10:49,IP Address,68.33.84.86,100,572,TRUE,11/26/19 10:49,R_21vQNaAEIY72k6j,,,,,38.86700439,-76.81729889,anonymous,EN,Yes,,,,,,,,,,,,,,,,,1.379,1.379,138.244,1,1.614,1.614,270.914,1,5.668,55.534,57.766,7,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,2.781,92.53,93.89,10,25-34 years,Professional degree,Female,No,No,Somewhat agree,"$100,000 - $149,000",Very Liberal,Suburban,1,,6.27835E+11,Placebo,,
11/26/19 10:39,11/26/19 10:49,IP Address,71.72.171.100,100,607,TRUE,11/26/19 10:49,R_3J8cMeHxbclmrT4,,,,,40.00349426,-82.67259979,anonymous,EN,Yes,3.614,3.614,239.884,1,4.555,282.265,283.508,2,,,,,,,,,,,,,,,,,4.039,34.173,35.918,7,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,1.898,30.352,32.042,9,45-54 years,Professional degree,Male,No,No,Somewhat agree,"$100,000 - $149,000",Slightly Conservative,Suburban,1,,2.25734E+11,Treatment,,
11/26/19 10:42,11/26/19 10:49,IP Address,68.206.146.104,100,423,TRUE,11/26/19 10:49,R_1jdBprTaUwTlofL,,,,,29.41020203,-100.8932037,anonymous,EN,Yes,,,,,,,,,0,0,94.992,0,6.386,257.067,301.572,5,,,,,,,,,1.928,16.1,17.838,11,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,1,,9.28449E+11,AntiTreatment,Yes,
11/26/19 10:39,11/26/19 10:49,IP Address,68.56.112.190,100,629,TRUE,11/26/19 10:49,R_Uhwm25fYLoIUJEZ,,,,,42.73669434,-84.47579956,anonymous,EN,Yes,10.579,10.579,263.417,1,5.244,8.87,268.283,2,,,,,,,,,,,,,,,,,3.894,40.376,42.549,8,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,2.661,35.595,37.395,14,Less than 25 years,High school graduate,Female,No,No,Somewhat agree,"$50,000 - $74,000",Neither Conservative nor Liberal,Suburban,1,,1.19608E+11,Treatment,,
11/26/19 10:39,11/26/19 10:49,IP Address,50.239.137.20,100,585,TRUE,11/26/19 10:49,R_1EbTXY53cCpJyxE,,,,,37.75100708,-97.8219986,anonymous,EN,Yes,,,,,,,,,0,0,152.727,0,0,0,318.002,0,,,,,,,,,3.742,55.079,56.194,7,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,2.094,41.319,42.593,9,25-34 years,Professional degree,Female,Yes,Yes,Strongly agree,"$50,000 - $74,000",Slightly Conservative,Rural,1,,6.6923E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 10:49,IP Address,68.116.212.195,100,588,TRUE,11/26/19 10:49,R_11cHvUoirKQukO3,,,,,30.54359436,-89.68959808,anonymous,EN,Yes,0,0,239.402,0,0,0,329.836,0,,,,,,,,,,,,,,,,,0.826,11.524,12.288,8,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,1,,7.26239E+11,Treatment,Yes,
11/26/19 10:39,11/26/19 10:49,IP Address,100.34.218.101,100,616,TRUE,11/26/19 10:49,R_3M4EsLeWUglexQK,,,,,40.03640747,-75.22190094,anonymous,EN,Yes,,,,,,,,,0,0,120.666,0,0,0,302.383,0,,,,,,,,,9.568,74.732,78.086,7,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,6.351,60.694,62.573,9,55 years or older,Professional degree,Male,No,No,Neither agree nor disagree,"Less than $50,000",Very Liberal,Urban,1,,4.98636E+11,AntiTreatment,,
11/26/19 10:41,11/26/19 10:49,IP Address,98.250.108.50,100,482,TRUE,11/26/19 10:49,R_3PoiwHqkM6913EP,,,,,42.88989258,-85.6147995,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,132.64,0,0,0,260.141,0,2.76,35.016,36.493,9,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,1.794,38.782,41.208,9,45-54 years,Some college,Male,No,Yes,Strongly agree,"Less than $50,000",Slightly Conservative,Suburban,1,,7.85333E+11,Placebo,,
11/26/19 10:38,11/26/19 10:49,IP Address,71.234.233.198,100,655,TRUE,11/26/19 10:49,R_10HJCyzSTLOcRlJ,,,,,41.31860352,-72.93019867,anonymous,EN,Yes,0,0,242.42,0,0,0,346.313,0,,,,,,,,,,,,,,,,,2.485,25.164,25.931,7,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,0.7,23.916,24.656,9,25-34 years,4 year degree,Male,No,Yes,Strongly agree,"$75,000 - $99,000",Neither Conservative nor Liberal,Urban,1,,52663091105,Treatment,,
11/26/19 10:39,11/26/19 10:50,IP Address,107.223.159.172,100,655,TRUE,11/26/19 10:50,R_9TeFeEdczk3EaNH,,,,,32.23609924,-90.26010132,anonymous,EN,Yes,2.257,245.006,246.018,3,3.299,284.618,285.891,3,,,,,,,,,,,,,,,,,2.857,62.319,63.972,12,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,2.082,32.975,34.54,9,25-34 years,Professional degree,Male,No,Yes,Somewhat disagree,"$50,000 - $74,000",Slightly Conservative,Suburban,1,,8.25538E+11,Treatment,,
11/26/19 10:39,11/26/19 10:50,IP Address,107.9.150.178,100,616,TRUE,11/26/19 10:50,R_paddFnxGv9FAqVr,,,,,41.46000671,-82.17479706,anonymous,EN,Yes,,,,,,,,,6.439,6.439,132.88,1,11.781,11.781,313.688,1,,,,,,,,,4.001,107.486,109.968,13,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,1.497,40.632,42.915,9,25-34 years,Some college,Male,No,Yes,Strongly agree,"Less than $50,000",Slightly Liberal,Urban,1,,6.82361E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 10:50,IP Address,173.171.111.154,100,641,TRUE,11/26/19 10:50,R_2rjQfHLQkVnedHE,,,,,28.19509888,-81.60620117,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,311.054,0,0,0,307.334,0,2.804,15.248,16.5,7,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,,,,,,,,,,,,,,1,,1.5543E+11,Placebo,Yes,
11/26/19 10:38,11/26/19 10:50,IP Address,67.3.47.10,100,692,TRUE,11/26/19 10:50,R_28ZnFFrtsqOxq2B,,,,,46.81469727,-92.19979858,anonymous,EN,Yes,1.738,362.542,363.238,3,1.239,1.239,304.055,1,,,,,,,,,,,,,,,,,2.423,15.551,16.615,8,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,1,,2.96729E+11,Treatment,Yes,
11/26/19 10:39,11/26/19 10:50,IP Address,174.86.9.64,100,643,TRUE,11/26/19 10:50,R_2t2N3hhp77JzkMy,,,,,38.3572998,-90.64980316,anonymous,EN,Yes,0,0,278.775,0,0,0,325.699,0,,,,,,,,,,,,,,,,,1.913,17.348,18.769,7,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,1,,7.4449E+11,Treatment,Yes,
11/26/19 10:39,11/26/19 10:50,IP Address,96.225.57.52,100,679,TRUE,11/26/19 10:50,R_z2SzAE4ZEm8KLsd,,,,,40.206604,-74.0727005,anonymous,EN,Yes,,,,,,,,,0,0,129.804,0,0,0,355.111,0,,,,,,,,,8.013,60.972,63.224,8,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1.966,117.917,118.876,9,45-54 years,2 year degree,Male,Yes,No,Somewhat agree,"Less than $50,000",Neither Conservative nor Liberal,Suburban,1,,4.72938E+11,AntiTreatment,,
11/26/19 10:42,11/26/19 10:50,IP Address,196.17.65.189,100,450,TRUE,11/26/19 10:50,R_31tHnOK74RZfSIV,,,,,34.05439758,-118.2440033,anonymous,EN,Yes,,,,,,,,,0,0,115.495,0,0,0,301.587,0,,,,,,,,,1.279,14.087,15.832,7,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,1,,6.71336E+11,AntiTreatment,Yes,
11/26/19 10:39,11/26/19 10:50,IP Address,207.188.176.198,100,682,TRUE,11/26/19 10:50,R_1iqC3cKOVrEa2TI,,,,,47.60920715,-122.3314056,anonymous,EN,Yes,0,0,225.651,0,0,0,336.351,0,,,,,,,,,,,,,,,,,2.465,17.057,18.578,7,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,,,,,,,,,,,,,,1,,1.87984E+11,Treatment,Yes,
11/26/19 10:42,11/26/19 10:50,IP Address,67.189.131.19,100,463,TRUE,11/26/19 10:50,R_DIslymWK0VNOgIp,,,,,41.4098053,-73.58999634,anonymous,EN,Yes,,,,,,,,,11.67,96.588,97.377,2,10.933,85.917,302.519,6,,,,,,,,,2.005,23.256,25.28,7,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,1.09,26.849,28.571,9,25-34 years,4 year degree,Male,Yes,Yes,Somewhat disagree,"$50,000 - $74,000",Slightly Liberal,Suburban,1,,9874463082,AntiTreatment,,
11/26/19 10:42,11/26/19 10:50,IP Address,73.221.29.39,100,498,TRUE,11/26/19 10:50,R_11i5esDVxUKzCiG,,,,,47.49729919,-122.3554993,anonymous,EN,Yes,,,,,,,,,0,0,119.068,0,0,0,306.383,0,,,,,,,,,2.915,31.194,32.601,7,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,1.348,24.56,25.889,9,25-34 years,Some college,Female,No,No,Strongly agree,"$50,000 - $74,000",Slightly Liberal,Suburban,1,,2.0321E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 10:50,IP Address,173.29.211.95,100,704,TRUE,11/26/19 10:50,R_3MSiQKdx8gYepuC,,,,,38.9420929,-122.7776947,anonymous,EN,Yes,0,0,247.716,0,95.756,95.756,276.053,1,,,,,,,,,,,,,,,,,5.631,49.972,53.52,7,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,9.041,100.821,111.244,9,Less than 25 years,High school graduate,Male,Yes,Yes,Strongly agree,"Less than $50,000",Neither Conservative nor Liberal,Suburban,1,,5.87657E+11,Treatment,,
11/26/19 10:41,11/26/19 10:50,IP Address,23.105.179.158,100,572,TRUE,11/26/19 10:50,R_2SCuLdvvAKB9rUs,,,,,25.82949829,-80.29270172,anonymous,EN,Yes,,,,,,,,,0,0,146.608,0,47.066,107.716,306.254,2,,,,,,,,,2.35,56.924,57.886,7,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,1.493,26.787,28.317,9,25-34 years,4 year degree,Male,No,Yes,Somewhat agree,"$50,000 - $74,000",Slightly Liberal,Urban,1,,3.96662E+11,AntiTreatment,,
