HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,33FBRBDW6SC0C5IV4B1ZIQYX0JCC8A,A20P4INLPHG8VA,Submitted,Tue Nov 26 09:38:58 PST 2019,Tue Nov 26 09:52:01 PST 2019,Fri Nov 29 09:52:01 PST 2019,,,,783,0% (0/0),0% (0/0),0% (0/0),A20P4INLPHG8VA,,Survey Code not valid
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3K3R2QNK8FGWC4I5VUSDCSFERP0U9Q,A1OUW7QIYVQ4PX,Submitted,Tue Nov 26 09:39:05 PST 2019,Tue Nov 26 09:51:18 PST 2019,Fri Nov 29 09:51:18 PST 2019,,,,733,0% (0/0),0% (0/0),0% (0/0),A1OUW7QIYVQ4PX,,Survey Code not valid
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3TXWC2NHN33GXRQ16PXDXRXQ6SFS98,A1AKRS964MI8IM,Submitted,Tue Nov 26 09:59:37 PST 2019,Tue Nov 26 10:17:53 PST 2019,Fri Nov 29 10:17:53 PST 2019,,,,1096,0% (0/0),0% (0/0),0% (0/0),A1AKRS964MI8IM,,Survey Code not valid
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,32VNZTT0ABH3Z6KCA51HQ9HEYYJ4R1,A15GE3FZYFJV4D,Submitted,Tue Nov 26 09:38:54 PST 2019,Tue Nov 26 10:17:10 PST 2019,Fri Nov 29 10:17:10 PST 2019,,,,2296,0% (0/0),0% (0/0),0% (0/0),A15GE3FZYFJV4D,,Survey Code not valid
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,38F5OAUN5RPNTZOSGYNUFHZI2RB7HR,AGDJB8B8CDZ71,Submitted,Tue Nov 26 09:38:40 PST 2019,Tue Nov 26 09:52:11 PST 2019,Fri Nov 29 09:52:11 PST 2019,,,,811,0% (0/0),0% (0/0),0% (0/0),"9874463082 (this survey was honestly shocking. This is the first survey I can remember coming across that actually contained real, factual information about the environment rather than the usual screeching about the end of the world and regurgitating political extremist, easily debunked talking points)",x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3MB8LZR5BJ6DAAE2QDR1BEXBPTNLKN,A1KPUJ4XNQANQ8,Submitted,Tue Nov 26 10:10:21 PST 2019,Tue Nov 26 10:46:11 PST 2019,Fri Nov 29 10:46:11 PST 2019,,,,2150,0% (0/0),0% (0/0),0% (0/0),82936HBA33,,Survey Code not valid
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,39O5D9O87X5EB8CPSU63R9QMKXKC3I,A2RCMJLGDWYFO,Submitted,Tue Nov 26 09:38:55 PST 2019,Tue Nov 26 10:28:17 PST 2019,Fri Nov 29 10:28:17 PST 2019,,,,2962,0% (0/0),0% (0/0),0% (0/0),9.96261E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,31Z0PCVWUOSDY8FNGS4JT026DMO7TL,A2YD4XK9B1TBKL,Submitted,Tue Nov 26 11:25:23 PST 2019,Tue Nov 26 11:59:47 PST 2019,Fri Nov 29 11:59:47 PST 2019,,,,2064,0% (0/0),0% (0/0),0% (0/0),9.935E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3D4CH1LGEE6D7MHABP3W8DENIIPG9I,A3R4TE4GE9BFAC,Submitted,Tue Nov 26 10:08:58 PST 2019,Tue Nov 26 10:20:01 PST 2019,Fri Nov 29 10:20:01 PST 2019,,,,663,0% (0/0),0% (0/0),0% (0/0),9.92935E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3KGTPGBS61YLCKX6ALDY2570LJQU2Y,A3DUPRZSMU9W5R,Submitted,Tue Nov 26 09:38:55 PST 2019,Tue Nov 26 09:51:08 PST 2019,Fri Nov 29 09:51:08 PST 2019,,,,733,0% (0/0),0% (0/0),0% (0/0),9.91493E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3U84XHCDIGQC1X63KMVUCCJD7F1Z4O,A33UW3XW0LM27W,Submitted,Tue Nov 26 10:14:12 PST 2019,Tue Nov 26 10:42:24 PST 2019,Fri Nov 29 10:42:24 PST 2019,,,,1692,0% (0/0),0% (0/0),0% (0/0),9.84691E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3R0T90IZ1WPF5KODN9DNA3FVO3YCG1,A2L0IMGWX7WE3O,Submitted,Tue Nov 26 10:51:21 PST 2019,Tue Nov 26 11:12:43 PST 2019,Fri Nov 29 11:12:43 PST 2019,,,,1282,0% (0/0),0% (0/0),0% (0/0),9.79167E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3TXD01ZLD8UVFYCTEZWMVK4Y5XMU4U,A2U7RNDGOR1E1P,Submitted,Tue Nov 26 09:38:57 PST 2019,Tue Nov 26 09:59:15 PST 2019,Fri Nov 29 09:59:15 PST 2019,,,,1218,0% (0/0),0% (0/0),0% (0/0),9.7525E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3Z4AIRP3CAQ64395WMO7HTWZNVTX1C,A3EM9MIXNHEXOA,Submitted,Tue Nov 26 09:39:12 PST 2019,Tue Nov 26 09:56:46 PST 2019,Fri Nov 29 09:56:46 PST 2019,,,,1054,0% (0/0),0% (0/0),0% (0/0),9.74874E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3TEM0PF1Q9ASZ8J693JV9HAX2MGD0U,A30MP4LXV4MIFD,Submitted,Tue Nov 26 10:15:49 PST 2019,Tue Nov 26 10:26:09 PST 2019,Fri Nov 29 10:26:09 PST 2019,,,,620,0% (0/0),0% (0/0),0% (0/0),9.7222E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,382M9COHELSD709M358Z46GPINLEUR,A5R83F7ZE6LX8,Submitted,Tue Nov 26 10:18:04 PST 2019,Tue Nov 26 10:28:48 PST 2019,Fri Nov 29 10:28:48 PST 2019,,,,644,0% (0/0),0% (0/0),0% (0/0),9.71595E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3D8YOU6S9IX9ULG7XNP1SIOC1P6U6V,AAM0Q3DCSSQ0A,Submitted,Tue Nov 26 11:10:09 PST 2019,Tue Nov 26 11:54:22 PST 2019,Fri Nov 29 11:54:22 PST 2019,,,,2653,0% (0/0),0% (0/0),0% (0/0),9.67731E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3DR23U6WE9RY7NUX30IPZAUNZ89TE8,AOS2PVHT2HYTL,Submitted,Tue Nov 26 10:04:45 PST 2019,Tue Nov 26 10:43:33 PST 2019,Fri Nov 29 10:43:33 PST 2019,,,,2328,0% (0/0),0% (0/0),0% (0/0),9.62609E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,345LHZDED15AX2TPELR3LFCSRXQU39,A2OFRJHPNIMPI7,Submitted,Tue Nov 26 09:38:57 PST 2019,Tue Nov 26 10:07:29 PST 2019,Fri Nov 29 10:07:29 PST 2019,,,,1712,0% (0/0),0% (0/0),0% (0/0),9.57747E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3S0TNUHWKXVAHXO947WA2WGFLJO8D6,A25IP77YL8UE9R,Submitted,Tue Nov 26 09:39:17 PST 2019,Tue Nov 26 10:09:28 PST 2019,Fri Nov 29 10:09:28 PST 2019,,,,1811,0% (0/0),0% (0/0),0% (0/0),9.56824E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3ZGVPD4G6XUWIILTZNW2KKV5NFRTZP,A1O6WOWN2X9R9C,Submitted,Tue Nov 26 10:41:33 PST 2019,Tue Nov 26 10:55:30 PST 2019,Fri Nov 29 10:55:30 PST 2019,,,,837,0% (0/0),0% (0/0),0% (0/0),9.55286E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3TR2532VIT70G55DLOLNLGF1K936J6,A3R98EUOF1B2M1,Submitted,Tue Nov 26 10:40:20 PST 2019,Tue Nov 26 10:51:30 PST 2019,Fri Nov 29 10:51:30 PST 2019,,,,670,0% (0/0),0% (0/0),0% (0/0),9.54193E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,39GXDJN2OXRWBEOVVSW48IMMLR08VF,A34WIUP7WCM3WB,Submitted,Tue Nov 26 10:40:01 PST 2019,Tue Nov 26 10:54:00 PST 2019,Fri Nov 29 10:54:00 PST 2019,,,,839,0% (0/0),0% (0/0),0% (0/0),9.4844E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,32SVAV9L3JMQITFR8GACLE0YKUZA3E,A3GMRPF5MCQVGV,Submitted,Tue Nov 26 09:39:03 PST 2019,Tue Nov 26 09:51:53 PST 2019,Fri Nov 29 09:51:53 PST 2019,,,,770,0% (0/0),0% (0/0),0% (0/0),9.42899E+11,x,
