StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID34,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q24_First Click,Q24_Last Click,SurveyTime,Q24_Click Count,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Q25_First Click,Q25_Last Click,Q25_Page Submit,CovariateTime,Age,Education,Gender,LivingAreaAffected,ClimateChangeAwareness,PreTreatment,Income,PoliticalView,Community,AlwaysTrue,mTurkCode,Group,RejectedOutcomeQuestions,RejectedCovariateQuestions
11/14/19 14:10,11/14/19 15:13,IP Address,209.17.40.42,100,3758,TRUE,11/14/19 15:13,R_238g06NeZSTWGxq,,,,,37.75100708,-97.8219986,anonymous,EN,Yes,,,,,,,,,4.107,4.107,3339.677,1,3.668,3.668,303.964,1,,,,,,,,,4.606,46.811,48.859,7,Somewhat agree,Neither Agree or Disagree,Somewhat agree,Neither Agree or Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,2.56,43.16,45.478,9,45-54 years,4 year degree,Female,Yes,Yes,Neither agree nor disagree,"$100,000 - $149,000",Slightly Conservative,Rural,1,1.73E+11,AntiTreatment,,
11/14/19 15:31,11/14/19 15:43,IP Address,148.87.23.6,100,694,TRUE,11/14/19 15:43,R_8cZbh9vKAHNj2Kt,,,,,37.5625,-122.0003967,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,217.856,0,0,0,263.332,0,22.816,106.415,109.248,7,Strongly agree,Somewhat Agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,2.869,63.34,65.019,9,45-54 years,Professional degree,Male,No,Yes,Neither agree nor disagree,"$100,000 - $149,000",Neither Conservative nor Liberal,Urban,1,9.57E+11,Placebo,,
11/14/19 15:41,11/14/19 15:58,IP Address,76.176.144.131,100,1026,TRUE,11/14/19 15:58,R_3GClheIIVL8nKIm,,,,,32.85949707,-117.2124023,anonymous,EN,Yes,5.901,244.827,245.944,4,1.456,646.074,647.638,3,,,,,,,,,,,,,,,,,1.548,79.265,81.731,15,Strongly agree,Strongly Agree,Strongly agree,Somewhat Disagree,Strongly agree,Strongly disagree,Strongly agree,2.779,40.535,42.151,9,35-44 years,Professional degree,Male,Yes,Yes,Strongly agree,"More than $150,000",Slightly Liberal,Suburban,1,8.56E+11,Treatment,,
11/14/19 16:45,11/14/19 17:18,IP Address,128.149.8.70,100,2006,TRUE,11/14/19 17:18,R_324UWxC5Mm5GIIr,,,,,34.21879578,-118.1997986,anonymous,EN,Yes,4.471,15.875,228.789,4,15.316,263.659,266.494,16,,,,,,,,,,,,,,,,,5.699,37.243,39.256,8,Strongly agree,Somewhat Agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly disagree,Strongly agree,1.297,39.241,40.467,12,25-34 years,4 year degree,Male,Yes,Yes,Strongly agree,"More than $150,000",Very Liberal,Suburban,1,7.04E+11,Treatment,,
11/14/19 17:13,11/14/19 17:21,IP Address,107.0.240.2,100,514,TRUE,11/14/19 17:21,R_2wvkfADLKUU4xGP,,,,,39.85450745,-75.37729645,anonymous,EN,Yes,,,,,,,,,0,0,121.645,0,0,0,303.718,0,,,,,,,,,7.946,39.759,40.701,7,Somewhat agree,Somewhat Disagree,Somewhat agree,Neither Agree or Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1.79,35.353,37.136,9,45-54 years,Professional degree,Female,Yes,Yes,Somewhat agree,"More than $150,000",Slightly Liberal,Urban,1,4.79E+11,AntiTreatment,,
11/14/19 17:59,11/14/19 18:12,IP Address,141.143.213.38,100,793,TRUE,11/14/19 18:12,R_xFpOedCcqfJUXAd,,,,,51.50340271,-0.687698364,anonymous,EN,Yes,0,0,233.669,0,0,0,278.168,0,,,,,,,,,,,,,,,,,34.988,140.914,142.57,7,Somewhat agree,Neither Agree or Disagree,Somewhat agree,Somewhat Disagree,Somewhat agree,Strongly disagree,Somewhat agree,3.462,123.582,125.777,9,55 years or older,Professional degree,Male,No,Yes,Somewhat agree,"$50,000 - $74,000",Neither Conservative nor Liberal,Suburban,1,2.81E+11,Treatment,,
11/14/19 18:06,11/14/19 18:16,IP Address,98.207.104.222,100,646,TRUE,11/14/19 18:16,R_1pFPgepvM19Ii3B,,,,,37.3973999,-122.0009995,anonymous,EN,Yes,,,,,,,,,0,0,106.882,0,0,0,307.354,0,,,,,,,,,8.756,73.73,78.605,7,Somewhat agree,Somewhat Disagree,Somewhat agree,Somewhat Agree,Somewhat disagree,Somewhat agree,Somewhat agree,3.139,116.086,118.355,9,45-54 years,4 year degree,Male,No,No,Strongly agree,"More than $150,000",Slightly Liberal,Suburban,1,6.48E+11,AntiTreatment,,
11/14/19 18:26,11/14/19 18:34,IP Address,183.83.253.249,100,489,TRUE,11/14/19 18:34,R_C3SHg8FIKrX7Rcd,,,,,17.38459778,78.45739746,anonymous,EN,Yes,,,,,,,,,,,,,,,,,12.119,128.095,137.139,4,10.653,241.33,241.9,33,4.278,53.139,54.1,7,Strongly agree,Strongly Agree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly disagree,Strongly agree,3.148,42.727,43.641,10,45-54 years,Professional degree,Male,Yes,Yes,Strongly agree,"More than $150,000",Slightly Liberal,Urban,1,9.95E+11,Placebo,,
11/14/19 19:19,11/14/19 19:35,IP Address,75.159.229.49,100,906,TRUE,11/14/19 19:35,R_vqR3Ix9nWBusPG9,,,,,53.48800659,-113.4796982,anonymous,EN,Yes,57.075,404.805,518.057,6,10.418,73.048,279.567,2,,,,,,,,,,,,,,,,,4.75,41.486,43.277,7,Somewhat agree,Strongly Agree,Strongly agree,Somewhat Disagree,Strongly agree,Somewhat disagree,Strongly agree,1.881,47.865,49.651,9,35-44 years,Professional degree,Male,No,Yes,Strongly agree,"More than $150,000",Slightly Liberal,Urban,1,5.95E+11,Treatment,,
11/14/19 21:16,11/14/19 21:26,IP Address,76.115.207.46,100,640,TRUE,11/14/19 21:26,R_3oA92SWCFqNJeQd,,,,,45.46099854,-122.7052002,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,228.382,0,9.113,9.113,261.555,1,4.191,67.86,69.494,7,Strongly agree,Strongly Agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly disagree,Strongly agree,3.205,62.934,64.401,9,45-54 years,Professional degree,Male,Yes,No,Strongly agree,"$50,000 - $74,000",Slightly Liberal,Suburban,1,5.35E+11,Placebo,,
11/14/19 22:09,11/14/19 22:19,IP Address,73.241.245.78,100,626,TRUE,11/14/19 22:19,R_XiSQ1873Ltm6CJj,,,,,37.68640137,-121.7653961,anonymous,EN,Yes,148.986,159.536,268.465,4,206.742,206.742,276.241,1,,,,,,,,,,,,,,,,,2.09,34.367,35.57,7,Strongly agree,Strongly Agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly disagree,Strongly agree,1.835,36.343,37.732,10,35-44 years,Doctorate,Male,Yes,Yes,Strongly agree,"More than $150,000",Slightly Liberal,Suburban,1,4.73E+11,Treatment,,
11/13/19 22:33,11/13/19 22:33,IP Address,71.202.32.67,31,4,FALSE,11/14/19 22:34,R_2dyTNHszMIih6hP,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.27E+11,Placebo,,
11/14/19 15:32,11/14/19 23:02,IP Address,73.71.128.166,100,26987,TRUE,11/14/19 23:02,R_0VAd0UMmc21KKdz,,,,,37.89379883,-122.530304,anonymous,EN,Yes,,,,,,,,,0,0,110.96,0,0,0,7656.504,0,,,,,,,,,39.738,136.448,137.982,7,Somewhat agree,Somewhat Agree,Somewhat disagree,Somewhat Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,2.712,64.821,67.077,9,35-44 years,Professional degree,Male,Yes,No,Somewhat agree,"More than $150,000",Slightly Liberal,Suburban,1,5.19E+11,AntiTreatment,,
11/15/19 0:57,11/15/19 1:07,IP Address,160.34.126.141,100,623,TRUE,11/15/19 1:07,R_3MlJLVcSNJHk3aI,,,,,51.51319885,-0.096099854,anonymous,EN,Yes,,,,,,,,,115.527,115.527,123.863,1,94.625,94.625,310.506,1,,,,,,,,,12.107,101.883,103.666,9,Neither agree nor disagree,Neither Agree or Disagree,Somewhat disagree,Somewhat Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,3.455,56.848,58.876,9,35-44 years,Professional degree,Male,No,No,Somewhat disagree,"$50,000 - $74,000",Neither Conservative nor Liberal,Urban,1,8.04E+11,AntiTreatment,,
11/14/19 23:21,11/15/19 2:59,IP Address,196.15.23.20,100,13057,TRUE,11/15/19 2:59,R_ysFjml0rhKba5Vv,,,,,12.97189331,77.59368896,anonymous,EN,Yes,0,0,236.27,0,269.63,269.63,279.049,1,,,,,,,,,,,,,,,,,2.981,55.893,57.636,9,Strongly agree,Strongly Agree,Strongly agree,Somewhat Agree,Somewhat agree,Strongly disagree,Strongly agree,1.598,66.766,68.8,10,25-34 years,4 year degree,Male,Yes,Yes,Strongly agree,"$50,000 - $74,000",Neither Conservative nor Liberal,Urban,1,8.25E+11,Treatment,,
11/15/19 3:55,11/15/19 4:05,IP Address,115.98.37.9,100,573,TRUE,11/15/19 4:05,R_1eS0L8sXR5ZISIz,,,,,17.38459778,78.45739746,anonymous,EN,Yes,,,,,,,,,,,,,,,,,121.294,121.294,139.546,1,174.914,174.914,262.542,1,11.937,55.995,56.415,8,Strongly agree,Strongly Agree,Strongly agree,Strongly Disagree,Strongly disagree,Strongly disagree,Somewhat agree,3.021,74.869,76.477,10,25-34 years,Professional degree,Male,No,No,Strongly agree,"Less than $50,000",Neither Conservative nor Liberal,Suburban,1,7.02E+11,Placebo,,
11/15/19 8:32,11/15/19 8:46,IP Address,129.157.69.43,100,786,TRUE,11/15/19 8:46,R_22Y9ZrTzG0rT1zn,,,,,39.68760681,-104.9103012,anonymous,EN,Yes,,,,,,,,,156.143,162.394,265.09,4,0,0,304.026,0,,,,,,,,,5.652,59.745,61.14,9,Strongly agree,Somewhat Disagree,Strongly agree,Somewhat Agree,Strongly agree,Somewhat disagree,Somewhat disagree,2.603,45.403,47.072,9,55 years or older,Professional degree,Male,No,Yes,Somewhat agree,"$100,000 - $149,000",Slightly Liberal,Urban,1,2.65E+11,AntiTreatment,,
11/15/19 8:54,11/15/19 9:23,IP Address,104.129.200.89,100,1724,TRUE,11/15/19 9:23,R_274lLVP5GcBQPm4,,,,,39.73880005,-104.9868011,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,130.322,0,1482.202,1482.202,1482.933,1,10.212,55.337,56.801,7,Somewhat agree,Neither Agree or Disagree,Somewhat agree,Neither Agree or Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,2.187,38.972,40.359,9,35-44 years,Professional degree,Male,No,No,Neither agree nor disagree,"More than $150,000",Slightly Conservative,Suburban,1,2.76E+11,Placebo,,
11/15/19 11:59,11/15/19 12:14,IP Address,88.4.134.3,100,874,TRUE,11/15/19 12:14,R_31hMFJsBstiPgT7,,,,,37.38340759,-5.978897095,anonymous,EN,Yes,0,0,247.655,0,0,0,398.553,0,,,,,,,,,,,,,,,,,9.837,111.481,112.871,7,Somewhat disagree,Somewhat Disagree,Somewhat disagree,Somewhat Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,2.545,64.407,66.124,9,45-54 years,Professional degree,Male,Yes,Yes,Somewhat disagree,"$100,000 - $149,000",Slightly Liberal,Urban,1,9.25E+11,Treatment,,
11/14/19 12:58,11/14/19 13:01,IP Address,76.176.156.15,35,133,FALSE,11/15/19 13:01,R_3MigLKzYR4HA26B,,,,,,,anonymous,EN,Yes,,,,,,,,,0,0,116.918,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.34E+11,AntiTreatment,,
11/14/19 13:01,11/14/19 13:01,IP Address,67.84.109.42,29,10,FALSE,11/15/19 13:01,R_22qXrguOswdc9hC,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.68E+11,AntiTreatment,,
